implementation,dataset,label,ncells,ndocs,index_source,index_path,queries,k,warmup,avg_time_s,qps,recall,avg_latency_ms,gpu_mem_current_mib,gpu_mem_peak_mib,gpu_mem_total_mib,torch_peak_allocated_mib,torch_peak_reserved_mib,source
plaid_gpu_resident,hotpot,c7,4,4000,dataset,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/colbert/indexes/4bit,1000,10,5,0.010610,94.249611,0.939600,10.610000,22094.00,22094.00,32494.12,20480.41,21554.00,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k10/hotpot/plaid_gpu_resident/benchmark_results.csv
plaid_gpu_resident,hotpot,c7m,4,6000,dataset,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/colbert/indexes/4bit,1000,10,5,0.011286,88.606985,0.940100,11.286000,22158.00,22158.00,32494.12,20480.50,21618.00,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k10/hotpot/plaid_gpu_resident/benchmark_results.csv
plaid_gpu_resident,hotpot,c8,4,8000,dataset,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/colbert/indexes/4bit,1000,10,5,0.011938,83.763181,0.940100,11.938000,22178.00,22178.00,32494.12,20480.41,21638.00,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k10/hotpot/plaid_gpu_resident/benchmark_results.csv
plaid_gpu_resident,hotpot,c8m,6,8000,dataset,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/colbert/indexes/4bit,1000,10,5,0.013921,71.832358,0.943000,13.921000,23016.00,23016.00,32494.12,20921.11,22476.00,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k10/hotpot/plaid_gpu_resident/benchmark_results.csv
plaid_gpu_resident,hotpot,c10,8,8000,dataset,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/colbert/indexes/4bit,1000,10,5,0.015775,63.391175,0.944100,15.775000,23898.00,23898.00,32494.12,21335.08,23358.00,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k10/hotpot/plaid_gpu_resident/benchmark_results.csv
plaid_gpu_resident,hotpot,c10m,8,10000,dataset,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/colbert/indexes/4bit,1000,10,5,0.016473,60.706006,0.944200,16.473000,23898.00,23898.00,32494.12,21335.08,23358.00,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k10/hotpot/plaid_gpu_resident/benchmark_results.csv
plaid_gpu_resident,hotpot,c11,8,12000,dataset,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/colbert/indexes/4bit,1000,10,5,0.017167,58.250392,0.944200,17.167000,24024.00,24024.00,32494.12,21335.08,23484.00,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k10/hotpot/plaid_gpu_resident/benchmark_results.csv
plaid_gpu_resident,hotpot,c11m,12,12000,dataset,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/colbert/indexes/4bit,1000,10,5,0.020574,48.604081,0.944600,20.574000,25554.00,25554.00,32494.12,22066.34,25014.00,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k10/hotpot/plaid_gpu_resident/benchmark_results.csv
plaid_gpu_resident,hotpot,c13,16,12000,dataset,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/colbert/indexes/4bit,1000,10,5,0.023824,41.973992,0.944700,23.824000,27066.00,27066.00,32494.12,22816.36,26526.00,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k10/hotpot/plaid_gpu_resident/benchmark_results.csv
plaid_gpu_resident,hotpot,c13m,16,16000,dataset,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/colbert/indexes/4bit,1000,10,5,0.025254,39.598081,0.944700,25.254000,27068.00,27068.00,32494.12,22816.36,26528.00,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k10/hotpot/plaid_gpu_resident/benchmark_results.csv
plaid_gpu_resident,hotpot,c14,16,20000,dataset,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/colbert/indexes/4bit,1000,10,5,0.026772,37.352650,0.944700,26.772000,27066.00,27066.00,32494.12,22816.36,26526.00,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k10/hotpot/plaid_gpu_resident/benchmark_results.csv
plaid_gpu_resident,hotpot,c0,1,250,dataset,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/colbert/indexes/4bit,1000,100,5,0.006387,156.558281,0.424820,6.387000,21270.00,21270.00,32494.12,19806.23,20730.00,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k100/hotpot/plaid_gpu_resident/benchmark_results.csv
plaid_gpu_resident,hotpot,c1,1,500,dataset,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/colbert/indexes/4bit,1000,100,5,0.006428,155.577050,0.610780,6.428000,21280.00,21280.00,32494.12,19805.79,20740.00,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k100/hotpot/plaid_gpu_resident/benchmark_results.csv
plaid_gpu_resident,hotpot,c1m,1,750,dataset,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/colbert/indexes/4bit,1000,100,5,0.006442,155.219853,0.691850,6.442000,21280.00,21280.00,32494.12,19805.79,20740.00,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k100/hotpot/plaid_gpu_resident/benchmark_results.csv
plaid_gpu_resident,hotpot,c2,1,1000,dataset,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/colbert/indexes/4bit,1000,100,5,0.006463,154.719832,0.731430,6.463000,21280.00,21280.00,32494.12,19805.79,20740.00,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k100/hotpot/plaid_gpu_resident/benchmark_results.csv
plaid_gpu_resident,hotpot,c2m,1,1500,dataset,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/colbert/indexes/4bit,1000,100,5,0.006560,152.429111,0.765070,6.560000,21280.00,21280.00,32494.12,19805.79,20740.00,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k100/hotpot/plaid_gpu_resident/benchmark_results.csv
plaid_gpu_resident,hotpot,c3,2,1000,dataset,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/colbert/indexes/4bit,1000,100,5,0.007918,126.286871,0.800000,7.918000,21174.00,21174.00,32494.12,20089.63,20634.00,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k100/hotpot/plaid_gpu_resident/benchmark_results.csv
plaid_gpu_resident,hotpot,c3m,2,1500,dataset,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/colbert/indexes/4bit,1000,100,5,0.007986,125.217610,0.844110,7.986000,21174.00,21174.00,32494.12,20089.63,20634.00,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k100/hotpot/plaid_gpu_resident/benchmark_results.csv
plaid_gpu_resident,hotpot,c4,2,2000,dataset,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/colbert/indexes/4bit,1000,100,5,0.008177,122.294724,0.862520,8.177000,21174.00,21174.00,32494.12,20089.63,20634.00,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k100/hotpot/plaid_gpu_resident/benchmark_results.csv
