experiment,system,dataset,target_recall,base_label,slots,k,run_index,recall_at_10,recall_at_100,recall,qps,avg_latency_ms,p50_ms,p90_ms,p95_ms,p99_ms,max_ms,stddev_ms,gpu_mem_peak_mib,effective_concurrent_queries,stage3_threads,nprobe,k_rank_cluster,k_rank_all_tokens,itopk_size,overlap_chunks,binary,log,returncode,command,error_tail,end_to_end_ms,gpu_mem_current_mib,label,min_ms,nq,warmup
chimera_slot_targets,chimera,msmarco,0.90,b2,4,100,2,0.963811,0.917314,0.917314,983.945,4.061,4.024,4.634,4.875,5.646,15.205,0.638,,4,8,64,1800,180,96,4,gpu_search,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_slot_targets/logs/20260429T180041Z/msmarco/chimera/targets090_095_slots4_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 4 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_slot_targets/20260429T180041Z/msmarco/chimera/targets090_095_slots4_runs3.csv,,7093.892,,r090_b2_run2,2.481,-1,5
chimera_slot_targets,chimera,msmarco,0.90,b2,4,100,3,0.963797,0.917298,0.917298,981.387,4.075,4.043,4.662,4.874,5.807,12.311,0.589,,4,8,64,1800,180,96,4,gpu_search,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_slot_targets/logs/20260429T180041Z/msmarco/chimera/targets090_095_slots4_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 4 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_slot_targets/20260429T180041Z/msmarco/chimera/targets090_095_slots4_runs3.csv,,7112.383,,r090_b2_run3,2.383,-1,5
chimera_slot_targets,chimera,msmarco,0.95,q2,4,100,1,0.965774,0.951815,0.951815,614.491,6.508,6.437,7.806,8.336,9.638,15.378,1.111,,4,8,96,3200,320,160,6,gpu_search,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_slot_targets/logs/20260429T180041Z/msmarco/chimera/targets090_095_slots4_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 4 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_slot_targets/20260429T180041Z/msmarco/chimera/targets090_095_slots4_runs3.csv,,11358.988,,r095_q2_run1,3.508,-1,5
chimera_slot_targets,chimera,msmarco,0.95,q2,4,100,2,0.965759,0.951825,0.951825,621.150,6.438,6.385,7.722,8.189,9.024,12.322,0.996,,4,8,96,3200,320,160,6,gpu_search,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_slot_targets/logs/20260429T180041Z/msmarco/chimera/targets090_095_slots4_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 4 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_slot_targets/20260429T180041Z/msmarco/chimera/targets090_095_slots4_runs3.csv,,11237.218,,r095_q2_run2,3.764,-1,5
chimera_slot_targets,chimera,msmarco,0.95,q2,4,100,3,0.965774,0.951848,0.951848,622.137,6.428,6.389,7.695,8.134,8.862,12.733,0.974,18795.38,4,8,96,3200,320,160,6,gpu_search,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_slot_targets/logs/20260429T180041Z/msmarco/chimera/targets090_095_slots4_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 4 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_slot_targets/20260429T180041Z/msmarco/chimera/targets090_095_slots4_runs3.csv,,11219.392,18795.38,r095_q2_run3,3.898,-1,5
chimera_slot_targets,chimera,msmarco,0.90,b2,8,100,1,0.963768,0.917298,0.917298,1038.098,7.703,7.488,9.965,10.984,13.227,19.670,1.789,,8,4,64,1800,180,96,4,gpu_search,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_slot_targets/logs/20260429T180041Z/msmarco/chimera/targets090_095_slots8_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 8 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_slot_targets/20260429T180041Z/msmarco/chimera/targets090_095_slots8_runs3.csv,,6723.836,,r090_b2_run1,2.715,-1,5
chimera_slot_targets,chimera,msmarco,0.90,b2,8,100,2,0.963782,0.917344,0.917344,1034.258,7.733,7.481,10.250,11.304,13.399,25.821,1.936,,8,4,64,1800,180,96,4,gpu_search,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_slot_targets/logs/20260429T180041Z/msmarco/chimera/targets090_095_slots8_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 8 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_slot_targets/20260429T180041Z/msmarco/chimera/targets090_095_slots8_runs3.csv,,6748.798,,r090_b2_run2,1.917,-1,5
chimera_slot_targets,chimera,msmarco,0.90,b2,8,100,3,0.963782,0.917282,0.917282,1041.780,7.677,7.457,10.048,10.976,13.162,25.778,1.850,,8,4,64,1800,180,96,4,gpu_search,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_slot_targets/logs/20260429T180041Z/msmarco/chimera/targets090_095_slots8_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 8 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_slot_targets/20260429T180041Z/msmarco/chimera/targets090_095_slots8_runs3.csv,,6700.070,,r090_b2_run3,2.232,-1,5
chimera_slot_targets,chimera,msmarco,0.95,q2,8,100,1,0.965774,0.951828,0.951828,643.374,12.431,12.113,16.094,17.415,20.994,35.434,2.815,,8,4,96,3200,320,160,6,gpu_search,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_slot_targets/logs/20260429T180041Z/msmarco/chimera/targets090_095_slots8_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 8 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_slot_targets/20260429T180041Z/msmarco/chimera/targets090_095_slots8_runs3.csv,,10849.057,,r095_q2_run1,3.412,-1,5
chimera_slot_targets,chimera,msmarco,0.95,q2,8,100,2,0.965774,0.951855,0.951855,642.901,12.440,12.080,16.201,17.800,21.025,40.025,2.946,,8,4,96,3200,320,160,6,gpu_search,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_slot_targets/logs/20260429T180041Z/msmarco/chimera/targets090_095_slots8_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 8 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_slot_targets/20260429T180041Z/msmarco/chimera/targets090_095_slots8_runs3.csv,,10857.030,,r095_q2_run2,5.267,-1,5
chimera_slot_targets,chimera,msmarco,0.95,q2,8,100,3,0.965759,0.951808,0.951808,642.805,12.443,12.085,16.268,17.860,21.519,34.601,2.917,19763.38,8,4,96,3200,320,160,6,gpu_search,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_slot_targets/logs/20260429T180041Z/msmarco/chimera/targets090_095_slots8_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 8 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_slot_targets/20260429T180041Z/msmarco/chimera/targets090_095_slots8_runs3.csv,,10858.653,19763.38,r095_q2_run3,5.346,-1,5
chimera_slot_targets,chimera,msmarco,0.90,b2,10,100,1,0.963768,0.917342,0.917342,984.125,10.157,9.503,14.778,16.987,21.662,33.459,3.563,,10,3,64,1800,180,96,4,gpu_search,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_slot_targets/logs/20260429T180041Z/msmarco/chimera/targets090_095_slots10_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 10 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_slot_targets/20260429T180041Z/msmarco/chimera/targets090_095_slots10_runs3.csv,,7092.598,,r090_b2_run1,3.226,-1,5
chimera_slot_targets,chimera,msmarco,0.90,b2,10,100,2,0.963825,0.917302,0.917302,1011.966,9.878,9.280,14.151,15.917,20.236,37.558,3.261,,10,3,64,1800,180,96,4,gpu_search,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_slot_targets/logs/20260429T180041Z/msmarco/chimera/targets090_095_slots10_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 10 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_slot_targets/20260429T180041Z/msmarco/chimera/targets090_095_slots10_runs3.csv,,6897.466,,r090_b2_run2,3.462,-1,5
chimera_slot_targets,chimera,msmarco,0.90,b2,10,100,3,0.963782,0.917403,0.917403,988.801,10.110,9.445,14.839,16.889,21.471,33.577,3.533,,10,3,64,1800,180,96,4,gpu_search,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_slot_targets/logs/20260429T180041Z/msmarco/chimera/targets090_095_slots10_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 10 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_slot_targets/20260429T180041Z/msmarco/chimera/targets090_095_slots10_runs3.csv,,7059.051,,r090_b2_run3,3.579,-1,5
chimera_slot_targets,chimera,msmarco,0.95,q2,10,100,1,0.965774,0.951832,0.951832,636.410,15.707,14.938,21.980,24.751,30.002,41.629,4.715,,10,3,96,3200,320,160,6,gpu_search,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_slot_targets/logs/20260429T180041Z/msmarco/chimera/targets090_095_slots10_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 10 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_slot_targets/20260429T180041Z/msmarco/chimera/targets090_095_slots10_runs3.csv,,10967.766,,r095_q2_run1,5.838,-1,5
chimera_slot_targets,chimera,msmarco,0.95,q2,10,100,2,0.965774,0.951835,0.951835,639.670,15.627,14.759,21.988,24.877,30.318,45.944,4.800,,10,3,96,3200,320,160,6,gpu_search,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_slot_targets/logs/20260429T180041Z/msmarco/chimera/targets090_095_slots10_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 10 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_slot_targets/20260429T180041Z/msmarco/chimera/targets090_095_slots10_runs3.csv,,10911.883,,r095_q2_run2,6.055,-1,5
chimera_slot_targets,chimera,msmarco,0.95,q2,10,100,3,0.965774,0.951857,0.951857,636.157,15.714,14.803,22.427,25.109,31.530,53.861,5.048,20229.38,10,3,96,3200,320,160,6,gpu_search,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_slot_targets/logs/20260429T180041Z/msmarco/chimera/targets090_095_slots10_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 10 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_slot_targets/20260429T180041Z/msmarco/chimera/targets090_095_slots10_runs3.csv,,10972.137,20229.38,r095_q2_run3,4.635,-1,5
chimera_slot_targets,chimera,hotpot,0.90,q4,1,100,1,0.9442,0.91393,0.91393,315.109,3.172,3.021,3.345,3.468,11.204,13.515,1.059,,1,32,160,5000,500,224,6,gpu_search,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_slot_targets/logs/20260429T180041Z/hotpot/chimera/targets090_095_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_slot_targets/20260429T180041Z/hotpot/chimera/targets090_095_slots1_runs3.csv,,3173.510,,r090_q4_run1,2.526,-1,5
chimera_slot_targets,chimera,hotpot,0.90,q4,1,100,2,0.9443,0.91394,0.91394,321.947,3.106,2.961,3.263,3.377,10.775,13.181,1.100,,1,32,160,5000,500,224,6,gpu_search,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_slot_targets/logs/20260429T180041Z/hotpot/chimera/targets090_095_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_slot_targets/20260429T180041Z/hotpot/chimera/targets090_095_slots1_runs3.csv,,3106.106,,r090_q4_run2,2.323,-1,5
chimera_slot_targets,chimera,hotpot,0.90,q4,1,100,3,0.9444,0.91389,0.91389,317.952,3.142,3.007,3.318,3.468,7.927,14.502,0.895,,1,32,160,5000,500,224,6,gpu_search,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_slot_targets/logs/20260429T180041Z/hotpot/chimera/targets090_095_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_slot_targets/20260429T180041Z/hotpot/chimera/targets090_095_slots1_runs3.csv,,3145.131,,r090_q4_run3,2.567,-1,5
chimera_slot_targets,chimera,hotpot,0.95,q9,1,100,1,0.9495,0.95013,0.95013,128.946,7.755,7.524,8.308,8.534,14.514,23.600,1.628,,1,32,384,28000,1800,448,5,gpu_search,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_slot_targets/logs/20260429T180041Z/hotpot/chimera/targets090_095_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_slot_targets/20260429T180041Z/hotpot/chimera/targets090_095_slots1_runs3.csv,,7755.192,,r095_q9_run1,5.992,-1,5
chimera_slot_targets,chimera,hotpot,0.95,q9,1,100,2,0.9495,0.95013,0.95013,133.763,7.475,7.413,8.144,8.357,11.528,14.586,0.806,,1,32,384,28000,1800,448,5,gpu_search,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_slot_targets/logs/20260429T180041Z/hotpot/chimera/targets090_095_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_slot_targets/20260429T180041Z/hotpot/chimera/targets090_095_slots1_runs3.csv,,7475.923,,r095_q9_run2,5.845,-1,5
chimera_slot_targets,chimera,hotpot,0.95,q9,1,100,3,0.9495,0.95011,0.95011,133.663,7.481,7.384,8.143,8.308,12.785,14.592,0.887,10205.38,1,32,384,28000,1800,448,5,gpu_search,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_slot_targets/logs/20260429T180041Z/hotpot/chimera/targets090_095_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_slot_targets/20260429T180041Z/hotpot/chimera/targets090_095_slots1_runs3.csv,,7481.492,10205.38,r095_q9_run3,5.760,-1,5
chimera_slot_targets,chimera,hotpot,0.90,q4,2,100,1,0.9442,0.91391,0.91391,469.947,4.253,4.115,4.574,4.773,9.351,14.359,0.940,,2,16,160,5000,500,224,6,gpu_search,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_slot_targets/logs/20260429T180041Z/hotpot/chimera/targets090_095_slots2_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 2 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_slot_targets/20260429T180041Z/hotpot/chimera/targets090_095_slots2_runs3.csv,,2127.898,,r090_q4_run1,3.162,-1,5
