batch_id,dataset,topk,metric_name,phi_pb,phi_ref,qps,throughput_qps,avg_latency_ms,service_qps_equivalent,batch_time_per_query_ms,wall_qps,wall_sec,recall_mean,recall_p50,recall_p95,chunk_json
igp_val_20260428T041716Z_nbit4_t32,hotpot,10,recall@10,64,600,86.37070305752289,86.37070305752289,270.53904,3.696324197794152,11.578,0.31377032282936906,159.35222792625427,0.846,0.9,1.0,profiling/igp_paper_cpu/chunks/igp_val_20260428T041716Z_nbit4_t32/val/hotpot/igp_hotpot_top10_val_chunk_014.json
igp_val_20260428T041716Z_nbit4_t32,hotpot,100,recall@100,64,6000,33.69839932603201,33.69839932603201,590.7159,1.6928611537288905,29.675,0.29088249573284325,171.89071440696716,0.8972,0.915,0.9654999999999999,profiling/igp_paper_cpu/chunks/igp_val_20260428T041716Z_nbit4_t32/val/hotpot/igp_hotpot_top100_val_chunk_014.json
igp_val_20260428T041716Z_nbit4_t32,lotte,10,recall@10,64,600,135.464643727987,135.464643727987,166.62095999999997,6.00164589136925,7.382,0.3201893913214255,156.15757846832275,0.9179999999999999,0.9,1.0,profiling/igp_paper_cpu/chunks/igp_val_20260428T041716Z_nbit4_t32/val/lotte/igp_lotte_top10_val_chunk_014.json
igp_val_20260428T041716Z_nbit4_t32,lotte,100,recall@100,32,6000,40.88474590130422,40.88474590130422,564.33942,1.7719832507890374,24.459,0.29526732844002185,169.33807158470154,0.9296,0.95,0.98,profiling/igp_paper_cpu/chunks/igp_val_20260428T041716Z_nbit4_t32/val/lotte/igp_lotte_top100_val_chunk_012.json
igp_val_20260428T041716Z_nbit4_t32,msmarco,10,recall@10,64,600,75.00750075007501,75.00750075007501,283.76214,3.524078300227085,13.332,0.16759940778194568,298.33040976524353,0.948,1.0,1.0,profiling/igp_paper_cpu/chunks/igp_val_20260428T041716Z_nbit4_t32/val/msmarco/igp_msmarco_top10_val_chunk_014.json
igp_val_20260428T041716Z_nbit4_t32,msmarco,100,recall@100,64,6000,35.49875754348598,35.49875754348598,677.14598,1.4767864382802656,28.17,0.16076513284569907,311.0127122402191,0.9381999999999999,0.96,0.99,profiling/igp_paper_cpu/chunks/igp_val_20260428T041716Z_nbit4_t32/val/msmarco/igp_msmarco_top100_val_chunk_014.json
