implementation,dataset,label,ncells,ndocs,index_source,index_path,queries,k,warmup,avg_time_s,qps,recall,avg_latency_ms,gpu_mem_current_mib,gpu_mem_peak_mib,gpu_mem_total_mib,torch_peak_allocated_mib,torch_peak_reserved_mib,source
plaid,msmarco,c4m,2,3000,dataset,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/colbert/indexes/4bit,6980,10,5,0.019470,51.361309,0.961719,19.470000,2926.00,2926.00,32494.12,788.21,2386.00,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_remaining/k10/msmarco/plaid/search_py_output.csv
plaid,msmarco,c5,2,4000,dataset,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/colbert/indexes/4bit,6980,10,5,0.021201,47.167286,0.961934,21.201000,2966.00,2966.00,32494.12,788.21,2426.00,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_remaining/k10/msmarco/plaid/search_py_output.csv
plaid,msmarco,c5m,3,4000,dataset,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/colbert/indexes/4bit,6980,10,5,0.029119,34.341731,0.964585,29.119000,4114.00,4114.00,32494.12,1046.77,3574.00,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_remaining/k10/msmarco/plaid/search_py_output.csv
plaid,msmarco,c7,4,4000,dataset,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/colbert/indexes/4bit,6980,10,5,0.033075,30.234478,0.965330,33.075000,7262.00,7262.00,32494.12,1382.42,6722.00,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_remaining/k10/msmarco/plaid/search_py_output.csv
plaid,msmarco,c7m,4,6000,dataset,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/colbert/indexes/4bit,6980,10,5,0.037158,26.912183,0.965616,37.158000,7324.00,7324.00,32494.12,1382.42,6784.00,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_remaining/k10/msmarco/plaid/search_py_output.csv
plaid,msmarco,c8,4,8000,dataset,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/colbert/indexes/4bit,6980,10,5,0.039085,25.585322,0.965831,39.085000,7346.00,7346.00,32494.12,1405.35,6806.00,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_remaining/k10/msmarco/plaid/search_py_output.csv
plaid,msmarco,c8m,6,8000,dataset,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/colbert/indexes/4bit,6980,10,5,0.048251,20.724805,0.966275,48.251000,12296.00,12296.00,32494.12,1936.98,11756.00,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_remaining/k10/msmarco/plaid/search_py_output.csv
plaid,msmarco,c10,8,8000,dataset,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/colbert/indexes/4bit,6980,10,5,0.056030,17.847476,0.966289,56.030000,15356.00,15356.00,32494.12,2457.03,14816.00,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_remaining/k10/msmarco/plaid/search_py_output.csv
plaid,msmarco,c10m,8,10000,dataset,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/colbert/indexes/4bit,6980,10,5,0.058237,17.171080,0.966375,58.237000,15356.00,15356.00,32494.12,2457.03,14816.00,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_remaining/k10/msmarco/plaid/search_py_output.csv
plaid,msmarco,c11,8,12000,dataset,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/colbert/indexes/4bit,6980,10,5,0.062077,16.109011,0.966533,62.077000,15480.00,15480.00,32494.12,2462.16,14940.00,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_remaining/k10/msmarco/plaid/search_py_output.csv
plaid,msmarco,c3,2,1000,nfs,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/colbert/indexes/4bit,6980,100,5,0.0154,64.935065,0.8520,15.400000,,,,,,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk/k100/msmarco/plaid/benchmark_results.csv
plaid,msmarco,c3m,2,1500,nfs,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/colbert/indexes/4bit,6980,100,5,0.0159,62.893082,0.8962,15.900000,,,,,,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk/k100/msmarco/plaid/benchmark_results.csv
plaid,msmarco,c4,2,2000,nfs,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/colbert/indexes/4bit,6980,100,5,0.0165,60.606061,0.9145,16.500000,,,,,,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk/k100/msmarco/plaid/benchmark_results.csv
plaid,msmarco,c4m,2,3000,nfs,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/colbert/indexes/4bit,6980,100,5,0.0182,54.945055,0.9296,18.200000,,,,,,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk/k100/msmarco/plaid/benchmark_results.csv
plaid,msmarco,c5,2,4000,nfs,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/colbert/indexes/4bit,6980,100,5,0.0200,50.000000,0.9356,20.000000,,,,,,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk/k100/msmarco/plaid/benchmark_results.csv
plaid,msmarco,c5m,3,4000,nfs,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/colbert/indexes/4bit,6980,100,5,0.0230,43.478261,0.9482,23.000000,,,,,,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk/k100/msmarco/plaid/benchmark_results.csv
plaid,msmarco,c7,4,4000,nfs,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/colbert/indexes/4bit,6980,100,5,0.0284,35.211268,0.9526,28.400000,,,,,,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk/k100/msmarco/plaid/benchmark_results.csv
plaid,msmarco,c7m,4,6000,nfs,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/colbert/indexes/4bit,6980,100,5,0.0299,33.444816,0.9577,29.900000,,,,,,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk/k100/msmarco/plaid/benchmark_results.csv
plaid,msmarco,c8,4,8000,nfs,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/colbert/indexes/4bit,6980,100,5,0.0366,27.322404,0.9599,36.600000,,,,,,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk/k100/msmarco/plaid/benchmark_results.csv
plaid,msmarco,c8m,6,8000,nfs,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/colbert/indexes/4bit,6980,100,5,0.0443,22.573363,0.9634,44.300000,,,,,,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk/k100/msmarco/plaid/benchmark_results.csv
plaid,msmarco,c10,8,8000,nfs,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/colbert/indexes/4bit,6980,100,5,0.0529,18.903592,0.9646,52.900000,,,,,,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk/k100/msmarco/plaid/benchmark_results.csv
plaid,msmarco,c10m,8,10000,nfs,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/colbert/indexes/4bit,6980,100,5,0.0557,17.953321,0.9659,55.700000,,,,,,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk/k100/msmarco/plaid/benchmark_results.csv
plaid,msmarco,c11,8,12000,nfs,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/colbert/indexes/4bit,6980,100,5,0.0570,17.543860,0.9667,57.000000,,,,,,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk/k100/msmarco/plaid/benchmark_results.csv
plaid,msmarco,c11m,12,12000,nfs,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/colbert/indexes/4bit,6980,100,5,0.0708,14.124294,0.9672,70.800000,,,,,,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk/k100/msmarco/plaid/benchmark_results.csv
plaid,msmarco,c13,16,12000,nfs,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/colbert/indexes/4bit,6980,100,5,0.0864,11.574074,0.9673,86.400000,,,,,,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk/k100/msmarco/plaid/benchmark_results.csv
plaid,msmarco,c13m,16,16000,nfs,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/colbert/indexes/4bit,6980,100,5,0.0919,10.881393,0.9681,91.900000,,,,,,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk/k100/msmarco/plaid/benchmark_results.csv
plaid,msmarco,c14,16,20000,nfs,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/colbert/indexes/4bit,6980,100,5,0.1030,9.708738,0.9686,103.000000,,,,,,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk/k100/msmarco/plaid/benchmark_results.csv
