experiment,system,dataset,target_recall,base_label,label,slots,k,run_index,recall_at_10,recall_at_100,recall,qps,avg_latency_ms,p50_ms,p90_ms,p95_ms,p99_ms,max_ms,stddev_ms,gpu_mem_peak_mib,nprobe,k_rank_cluster,k_rank_all_tokens,itopk_size,overlap_chunks,binary,log,returncode,command,error_tail,effective_concurrent_queries,end_to_end_ms,gpu_mem_current_mib,min_ms,nq,stage3_threads,warmup
chimera_variant_targets,v9,msmarco,0.90,b2,r090_b2_run2,1,100,2,0.963797,0.917355,0.917355,506.302,1.975,1.925,2.106,2.178,2.469,11.053,0.507,,64,1800,180,96,4,gpu_search_v9,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_variant_targets/logs/20260429T164347Z/msmarco/v9/targets090_095_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search_v9 --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_variant_targets/20260429T164347Z/msmarco/v9/targets090_095_slots1_runs3.csv,,1,13786.239,,1.553,-1,32,5
chimera_variant_targets,v9,msmarco,0.90,b2,r090_b2_run3,1,100,3,0.963811,0.917351,0.917351,512.414,1.951,1.914,2.088,2.159,3.353,6.096,0.283,,64,1800,180,96,4,gpu_search_v9,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_variant_targets/logs/20260429T164347Z/msmarco/v9/targets090_095_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search_v9 --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_variant_targets/20260429T164347Z/msmarco/v9/targets090_095_slots1_runs3.csv,,1,13621.788,,1.524,-1,32,5
chimera_variant_targets,v9,msmarco,0.95,q2,r095_q2_run1,1,100,1,0.965774,0.951828,0.951828,367.538,2.720,2.703,2.944,3.029,3.191,6.597,0.188,,96,3200,320,160,6,gpu_search_v9,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_variant_targets/logs/20260429T164347Z/msmarco/v9/targets090_095_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search_v9 --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_variant_targets/20260429T164347Z/msmarco/v9/targets090_095_slots1_runs3.csv,,1,18991.214,,2.120,-1,32,5
chimera_variant_targets,v9,msmarco,0.95,q2,r095_q2_run2,1,100,2,0.965759,0.951847,0.951847,375.072,2.666,2.648,2.877,2.953,3.129,7.031,0.215,,96,3200,320,160,6,gpu_search_v9,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_variant_targets/logs/20260429T164347Z/msmarco/v9/targets090_095_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search_v9 --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_variant_targets/20260429T164347Z/msmarco/v9/targets090_095_slots1_runs3.csv,,1,18609.766,,2.192,-1,32,5
chimera_variant_targets,v9,msmarco,0.95,q2,r095_q2_run3,1,100,3,0.965774,0.951838,0.951838,373.598,2.677,2.655,2.884,2.963,3.130,15.185,0.267,29443.38,96,3200,320,160,6,gpu_search_v9,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_variant_targets/logs/20260429T164347Z/msmarco/v9/targets090_095_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search_v9 --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/msmarco/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_variant_targets/20260429T164347Z/msmarco/v9/targets090_095_slots1_runs3.csv,,1,18683.164,29443.38,2.094,-1,32,5
chimera_variant_targets,chimera,hotpot,0.90,q4,r090_q4_run1,1,100,1,0.9441,0.91393,0.91393,290.490,3.441,3.224,3.640,3.826,10.898,19.287,1.428,,160,5000,500,224,6,gpu_search,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_variant_targets/logs/20260429T164347Z/hotpot/chimera/targets090_095_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_variant_targets/20260429T164347Z/hotpot/chimera/targets090_095_slots1_runs3.csv,,1,3442.454,,2.611,-1,32,5
chimera_variant_targets,chimera,hotpot,0.90,q4,r090_q4_run2,1,100,2,0.9443,0.91396,0.91396,330.889,3.022,2.978,3.286,3.392,4.163,6.854,0.380,,160,5000,500,224,6,gpu_search,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_variant_targets/logs/20260429T164347Z/hotpot/chimera/targets090_095_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_variant_targets/20260429T164347Z/hotpot/chimera/targets090_095_slots1_runs3.csv,,1,3022.158,,2.396,-1,32,5
chimera_variant_targets,chimera,hotpot,0.90,q4,r090_q4_run3,1,100,3,0.9442,0.91401,0.91401,333.381,2.999,2.942,3.228,3.325,5.534,6.828,0.412,,160,5000,500,224,6,gpu_search,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_variant_targets/logs/20260429T164347Z/hotpot/chimera/targets090_095_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_variant_targets/20260429T164347Z/hotpot/chimera/targets090_095_slots1_runs3.csv,,1,2999.568,,2.373,-1,32,5
chimera_variant_targets,chimera,hotpot,0.95,q9,r095_q9_run1,1,100,1,0.9495,0.9501,0.9501,132.267,7.560,7.487,8.253,8.447,10.146,12.329,0.663,,384,28000,1800,448,5,gpu_search,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_variant_targets/logs/20260429T164347Z/hotpot/chimera/targets090_095_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_variant_targets/20260429T164347Z/hotpot/chimera/targets090_095_slots1_runs3.csv,,1,7560.466,,5.915,-1,32,5
chimera_variant_targets,chimera,hotpot,0.95,q9,r095_q9_run2,1,100,2,0.9495,0.95012,0.95012,131.817,7.586,7.420,8.176,8.430,14.201,21.064,1.274,,384,28000,1800,448,5,gpu_search,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_variant_targets/logs/20260429T164347Z/hotpot/chimera/targets090_095_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_variant_targets/20260429T164347Z/hotpot/chimera/targets090_095_slots1_runs3.csv,,1,7586.293,,5.698,-1,32,5
chimera_variant_targets,chimera,hotpot,0.95,q9,r095_q9_run3,1,100,3,0.9495,0.95009,0.95009,132.091,7.570,7.422,8.178,8.400,14.921,16.543,1.151,10205.38,384,28000,1800,448,5,gpu_search,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_variant_targets/logs/20260429T164347Z/hotpot/chimera/targets090_095_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_variant_targets/20260429T164347Z/hotpot/chimera/targets090_095_slots1_runs3.csv,,1,7570.537,10205.38,5.819,-1,32,5
chimera_variant_targets,chimera_nolut,hotpot,0.90,q4,r090_q4_run1,1,100,1,0.9442,0.91393,0.91393,244.214,4.092,3.934,4.406,4.603,9.544,13.138,0.956,,160,5000,500,224,6,gpu_search_nolut,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_variant_targets/logs/20260429T164347Z/hotpot/chimera_nolut/targets090_095_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search_nolut --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_variant_targets/20260429T164347Z/hotpot/chimera_nolut/targets090_095_slots1_runs3.csv,,1,4094.770,,3.261,-1,32,5
chimera_variant_targets,chimera_nolut,hotpot,0.90,q4,r090_q4_run2,1,100,2,0.9443,0.91373,0.91373,252.703,3.957,3.856,4.323,4.478,7.250,12.370,0.702,,160,5000,500,224,6,gpu_search_nolut,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_variant_targets/logs/20260429T164347Z/hotpot/chimera_nolut/targets090_095_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search_nolut --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_variant_targets/20260429T164347Z/hotpot/chimera_nolut/targets090_095_slots1_runs3.csv,,1,3957.218,,3.149,-1,32,5
chimera_variant_targets,chimera_nolut,hotpot,0.90,q4,r090_q4_run3,1,100,3,0.9443,0.91385,0.91385,254.903,3.923,3.786,4.236,4.378,5.034,19.651,1.138,,160,5000,500,224,6,gpu_search_nolut,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_variant_targets/logs/20260429T164347Z/hotpot/chimera_nolut/targets090_095_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search_nolut --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_variant_targets/20260429T164347Z/hotpot/chimera_nolut/targets090_095_slots1_runs3.csv,,1,3923.066,,3.063,-1,32,5
chimera_variant_targets,chimera_nolut,hotpot,0.95,q9,r095_q9_run1,1,100,1,0.9495,0.95012,0.95012,94.990,10.527,10.389,11.446,11.901,14.890,25.275,1.112,,384,28000,1800,448,5,gpu_search_nolut,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_variant_targets/logs/20260429T164347Z/hotpot/chimera_nolut/targets090_095_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search_nolut --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_variant_targets/20260429T164347Z/hotpot/chimera_nolut/targets090_095_slots1_runs3.csv,,1,10527.377,,8.575,-1,32,5
chimera_variant_targets,chimera_nolut,hotpot,0.95,q9,r095_q9_run2,1,100,2,0.9495,0.95005,0.95005,96.167,10.398,10.296,11.319,11.605,13.377,17.922,0.947,,384,28000,1800,448,5,gpu_search_nolut,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_variant_targets/logs/20260429T164347Z/hotpot/chimera_nolut/targets090_095_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search_nolut --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_variant_targets/20260429T164347Z/hotpot/chimera_nolut/targets090_095_slots1_runs3.csv,,1,10398.573,,8.037,-1,32,5
chimera_variant_targets,chimera_nolut,hotpot,0.95,q9,r095_q9_run3,1,100,3,0.9495,0.95011,0.95011,96.455,10.367,10.289,11.281,11.577,12.916,17.249,0.889,10205.38,384,28000,1800,448,5,gpu_search_nolut,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_variant_targets/logs/20260429T164347Z/hotpot/chimera_nolut/targets090_095_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search_nolut --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_variant_targets/20260429T164347Z/hotpot/chimera_nolut/targets090_095_slots1_runs3.csv,,1,10367.529,10205.38,7.916,-1,32,5
chimera_variant_targets,chimera_nosum,hotpot,0.90,q4,r090_q4_run1,1,100,1,0.9441,0.914,0.914,193.481,5.165,5.120,5.569,5.710,9.789,15.220,1.030,,160,5000,500,224,6,gpu_search_nosum,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_variant_targets/logs/20260429T164347Z/hotpot/chimera_nosum/targets090_095_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search_nosum --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_variant_targets/20260429T164347Z/hotpot/chimera_nosum/targets090_095_slots1_runs3.csv,,1,5168.469,,3.096,-1,32,5
chimera_variant_targets,chimera_nosum,hotpot,0.90,q4,r090_q4_run2,1,100,2,0.9442,0.91391,0.91391,194.903,5.126,5.120,5.562,5.696,8.785,13.398,0.822,,160,5000,500,224,6,gpu_search_nosum,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_variant_targets/logs/20260429T164347Z/hotpot/chimera_nosum/targets090_095_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search_nosum --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_variant_targets/20260429T164347Z/hotpot/chimera_nosum/targets090_095_slots1_runs3.csv,,1,5130.755,,3.154,-1,32,5
chimera_variant_targets,chimera_nosum,hotpot,0.90,q4,r090_q4_run3,1,100,3,0.9444,0.9139,0.9139,195.165,5.120,5.129,5.568,5.672,7.689,13.595,0.853,,160,5000,500,224,6,gpu_search_nosum,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_variant_targets/logs/20260429T164347Z/hotpot/chimera_nosum/targets090_095_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search_nosum --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_variant_targets/20260429T164347Z/hotpot/chimera_nosum/targets090_095_slots1_runs3.csv,,1,5123.882,,3.183,-1,32,5
chimera_variant_targets,chimera_nosum,hotpot,0.95,q9,r095_q9_run1,1,100,1,0.9495,0.95008,0.95008,106.641,9.377,9.227,9.952,10.447,14.120,23.629,1.193,,384,28000,1800,448,5,gpu_search_nosum,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_variant_targets/logs/20260429T164347Z/hotpot/chimera_nosum/targets090_095_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search_nosum --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_variant_targets/20260429T164347Z/hotpot/chimera_nosum/targets090_095_slots1_runs3.csv,,1,9377.234,,6.813,-1,32,5
chimera_variant_targets,chimera_nosum,hotpot,0.95,q9,r095_q9_run2,1,100,2,0.9495,0.95011,0.95011,108.348,9.229,9.151,9.853,10.056,13.026,15.877,0.812,,384,28000,1800,448,5,gpu_search_nosum,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_variant_targets/logs/20260429T164347Z/hotpot/chimera_nosum/targets090_095_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search_nosum --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_variant_targets/20260429T164347Z/hotpot/chimera_nosum/targets090_095_slots1_runs3.csv,,1,9229.496,,6.774,-1,32,5
chimera_variant_targets,chimera_nosum,hotpot,0.95,q9,r095_q9_run3,1,100,3,0.9495,0.95006,0.95006,108.544,9.212,9.146,9.837,10.015,12.928,16.701,0.816,10205.38,384,28000,1800,448,5,gpu_search_nosum,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_variant_targets/logs/20260429T164347Z/hotpot/chimera_nosum/targets090_095_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search_nosum --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_variant_targets/20260429T164347Z/hotpot/chimera_nosum/targets090_095_slots1_runs3.csv,,1,9212.885,10205.38,6.778,-1,32,5
