experiment,system,dataset,label,config_label,slots,k,run_index,recall_at_10,recall_at_100,recall,qps,avg_latency_ms,p50_ms,p90_ms,p95_ms,p99_ms,max_ms,stddev_ms,gpu_mem_peak_mib,nprobe,k_rank_cluster,k_rank_all_tokens,itopk_size,overlap_chunks,binary,log,returncode,command,error_tail,effective_concurrent_queries,end_to_end_ms,gpu_mem_current_mib,min_ms,nq,stage3_threads,warmup
chimera_topk_baseline,chimera,lotte,a1,a1_run1,1,100,1,0.889458,0.663002,0.663002,567.856,1.761,1.710,1.843,1.921,3.775,17.447,0.829,,16,800,100,64,5,gpu_search,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_topk_baseline/logs/20260429T182345Z/lotte/chimera/all_k100_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_topk_baseline/20260429T182345Z/lotte/chimera/all_k100_slots1_runs3.csv,,1,5161.524,,1.285,-1,32,5
chimera_topk_baseline,chimera,lotte,a1,a1_run2,1,100,2,0.889458,0.663054,0.663054,608.517,1.643,1.634,1.790,1.829,2.074,11.642,0.428,,16,800,100,64,5,gpu_search,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_topk_baseline/logs/20260429T182345Z/lotte/chimera/all_k100_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_topk_baseline/20260429T182345Z/lotte/chimera/all_k100_slots1_runs3.csv,,1,4816.631,,1.303,-1,32,5
chimera_topk_baseline,chimera,lotte,a1,a1_run3,1,100,3,0.889355,0.662982,0.662982,560.023,1.785,1.714,1.853,1.900,6.303,11.603,0.774,,16,800,100,64,5,gpu_search,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_topk_baseline/logs/20260429T182345Z/lotte/chimera/all_k100_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_topk_baseline/20260429T182345Z/lotte/chimera/all_k100_slots1_runs3.csv,,1,5233.712,,1.244,-1,32,5
chimera_topk_baseline,chimera,lotte,a2,a2_run1,1,100,1,0.917264,0.742532,0.742532,621.710,1.608,1.608,1.727,1.769,1.899,9.782,0.226,,24,1000,120,64,5,gpu_search,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_topk_baseline/logs/20260429T182345Z/lotte/chimera/all_k100_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_topk_baseline/20260429T182345Z/lotte/chimera/all_k100_slots1_runs3.csv,,1,4714.417,,1.231,-1,32,5
chimera_topk_baseline,chimera,lotte,a2,a2_run2,1,100,2,0.917195,0.742497,0.742497,660.579,1.514,1.477,1.655,1.693,1.829,12.720,0.397,,24,1000,120,64,5,gpu_search,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_topk_baseline/logs/20260429T182345Z/lotte/chimera/all_k100_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_topk_baseline/20260429T182345Z/lotte/chimera/all_k100_slots1_runs3.csv,,1,4437.015,,1.209,-1,32,5
chimera_topk_baseline,chimera,lotte,a2,a2_run3,1,100,3,0.917195,0.742467,0.742467,619.614,1.614,1.606,1.705,1.744,2.154,7.455,0.281,,24,1000,120,64,5,gpu_search,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_topk_baseline/logs/20260429T182345Z/lotte/chimera/all_k100_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_topk_baseline/20260429T182345Z/lotte/chimera/all_k100_slots1_runs3.csv,,1,4730.367,,1.299,-1,32,5
chimera_topk_baseline,chimera,lotte,a3,a3_run1,1,100,1,0.92129,0.781986,0.781986,633.840,1.577,1.569,1.663,1.722,1.997,5.793,0.193,,24,1200,150,64,5,gpu_search,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_topk_baseline/logs/20260429T182345Z/lotte/chimera/all_k100_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_topk_baseline/20260429T182345Z/lotte/chimera/all_k100_slots1_runs3.csv,,1,4624.197,,1.290,-1,32,5
chimera_topk_baseline,chimera,lotte,a3,a3_run2,1,100,2,0.921221,0.781969,0.781969,643.068,1.555,1.553,1.659,1.695,1.927,6.765,0.225,,24,1200,150,64,5,gpu_search,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_topk_baseline/logs/20260429T182345Z/lotte/chimera/all_k100_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_topk_baseline/20260429T182345Z/lotte/chimera/all_k100_slots1_runs3.csv,,1,4557.836,,1.228,-1,32,5
chimera_topk_baseline,chimera,lotte,a3,a3_run3,1,100,3,0.921256,0.781975,0.781975,675.063,1.481,1.483,1.592,1.614,1.661,7.640,0.146,,24,1200,150,64,5,gpu_search,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_topk_baseline/logs/20260429T182345Z/lotte/chimera/all_k100_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_topk_baseline/20260429T182345Z/lotte/chimera/all_k100_slots1_runs3.csv,,1,4341.817,,1.264,-1,32,5
chimera_topk_baseline,chimera,lotte,a4,a4_run1,1,100,1,0.926271,0.712757,0.712757,631.035,1.584,1.550,1.712,1.752,1.842,11.710,0.393,,32,800,100,64,5,gpu_search,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_topk_baseline/logs/20260429T182345Z/lotte/chimera/all_k100_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_topk_baseline/20260429T182345Z/lotte/chimera/all_k100_slots1_runs3.csv,,1,4644.752,,1.259,-1,32,5
chimera_topk_baseline,chimera,lotte,a4,a4_run2,1,100,2,0.926203,0.71274,0.71274,659.550,1.516,1.499,1.657,1.695,1.766,7.922,0.181,,32,800,100,64,5,gpu_search,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_topk_baseline/logs/20260429T182345Z/lotte/chimera/all_k100_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_topk_baseline/20260429T182345Z/lotte/chimera/all_k100_slots1_runs3.csv,,1,4443.942,,1.247,-1,32,5
chimera_topk_baseline,chimera,lotte,a4,a4_run3,1,100,3,0.926203,0.712791,0.712791,607.952,1.645,1.650,1.770,1.801,3.274,7.243,0.354,,32,800,100,64,5,gpu_search,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_topk_baseline/logs/20260429T182345Z/lotte/chimera/all_k100_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_topk_baseline/20260429T182345Z/lotte/chimera/all_k100_slots1_runs3.csv,,1,4821.107,,1.252,-1,32,5
chimera_topk_baseline,chimera,lotte,b1,b1_run1,1,100,1,0.944797,0.791058,0.791058,586.425,1.705,1.692,1.797,1.825,2.142,11.484,0.399,,48,1000,120,96,5,gpu_search,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_topk_baseline/logs/20260429T182345Z/lotte/chimera/all_k100_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_topk_baseline/20260429T182345Z/lotte/chimera/all_k100_slots1_runs3.csv,,1,4998.086,,1.294,-1,32,5
chimera_topk_baseline,chimera,lotte,b1,b1_run2,1,100,2,0.944695,0.791017,0.791017,630.610,1.586,1.582,1.692,1.718,1.780,8.135,0.179,,48,1000,120,96,5,gpu_search,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_topk_baseline/logs/20260429T182345Z/lotte/chimera/all_k100_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_topk_baseline/20260429T182345Z/lotte/chimera/all_k100_slots1_runs3.csv,,1,4647.880,,1.316,-1,32,5
chimera_topk_baseline,chimera,lotte,b1,b1_run3,1,100,3,0.944729,0.79103,0.79103,595.518,1.679,1.701,1.800,1.826,2.017,6.975,0.317,,48,1000,120,96,5,gpu_search,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_topk_baseline/logs/20260429T182345Z/lotte/chimera/all_k100_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_topk_baseline/20260429T182345Z/lotte/chimera/all_k100_slots1_runs3.csv,,1,4921.764,,1.292,-1,32,5
chimera_topk_baseline,chimera,lotte,b2,b2_run1,1,100,1,0.949437,0.84362,0.84362,638.008,1.567,1.558,1.672,1.696,1.746,6.886,0.138,,48,1500,150,96,5,gpu_search,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_topk_baseline/logs/20260429T182345Z/lotte/chimera/all_k100_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_topk_baseline/20260429T182345Z/lotte/chimera/all_k100_slots1_runs3.csv,,1,4593.987,,1.350,-1,32,5
chimera_topk_baseline,chimera,lotte,b2,b2_run2,1,100,2,0.949471,0.843695,0.843695,624.784,1.600,1.614,1.703,1.727,1.844,7.319,0.216,,48,1500,150,96,5,gpu_search,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_topk_baseline/logs/20260429T182345Z/lotte/chimera/all_k100_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_topk_baseline/20260429T182345Z/lotte/chimera/all_k100_slots1_runs3.csv,,1,4691.222,,1.268,-1,32,5
chimera_topk_baseline,chimera,lotte,b2,b2_run3,1,100,3,0.949403,0.843637,0.843637,598.133,1.672,1.668,1.738,1.763,1.831,5.827,0.154,,48,1500,150,96,5,gpu_search,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_topk_baseline/logs/20260429T182345Z/lotte/chimera/all_k100_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_topk_baseline/20260429T182345Z/lotte/chimera/all_k100_slots1_runs3.csv,,1,4900.250,,1.326,-1,32,5
chimera_topk_baseline,chimera,lotte,b3,b3_run1,1,100,1,0.953156,0.853412,0.853412,584.349,1.711,1.701,1.800,1.838,1.933,13.006,0.442,,64,1200,150,96,5,gpu_search,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_topk_baseline/logs/20260429T182345Z/lotte/chimera/all_k100_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_topk_baseline/20260429T182345Z/lotte/chimera/all_k100_slots1_runs3.csv,,1,5015.834,,1.367,-1,32,5
chimera_topk_baseline,chimera,lotte,b3,b3_run2,1,100,2,0.953122,0.853456,0.853456,598.327,1.671,1.672,1.745,1.770,1.812,6.261,0.113,,64,1200,150,96,5,gpu_search,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_topk_baseline/logs/20260429T182345Z/lotte/chimera/all_k100_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_topk_baseline/20260429T182345Z/lotte/chimera/all_k100_slots1_runs3.csv,,1,4898.663,,1.393,-1,32,5
chimera_topk_baseline,chimera,lotte,b3,b3_run3,1,100,3,0.953122,0.85348,0.85348,579.245,1.726,1.720,1.825,1.871,2.056,7.419,0.307,,64,1200,150,96,5,gpu_search,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_topk_baseline/logs/20260429T182345Z/lotte/chimera/all_k100_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_topk_baseline/20260429T182345Z/lotte/chimera/all_k100_slots1_runs3.csv,,1,5060.035,,1.327,-1,32,5
chimera_topk_baseline,chimera,lotte,b4,b4_run1,1,100,1,0.956022,0.885394,0.885394,604.603,1.654,1.653,1.734,1.762,1.817,5.781,0.126,,64,1800,180,96,5,gpu_search,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_topk_baseline/logs/20260429T182345Z/lotte/chimera/all_k100_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_topk_baseline/20260429T182345Z/lotte/chimera/all_k100_slots1_runs3.csv,,1,4847.807,,1.410,-1,32,5
chimera_topk_baseline,chimera,lotte,b4,b4_run2,1,100,2,0.955919,0.88538,0.88538,585.697,1.707,1.698,1.784,1.818,2.493,5.949,0.227,,64,1800,180,96,5,gpu_search,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_topk_baseline/logs/20260429T182345Z/lotte/chimera/all_k100_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_topk_baseline/20260429T182345Z/lotte/chimera/all_k100_slots1_runs3.csv,,1,5004.292,,1.378,-1,32,5
chimera_topk_baseline,chimera,lotte,b4,b4_run3,1,100,3,0.955851,0.885299,0.885299,617.030,1.620,1.626,1.714,1.738,1.787,6.329,0.139,,64,1800,180,96,5,gpu_search,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_topk_baseline/logs/20260429T182345Z/lotte/chimera/all_k100_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_topk_baseline/20260429T182345Z/lotte/chimera/all_k100_slots1_runs3.csv,,1,4750.173,,1.370,-1,32,5
